-5.21,2.41,5.98
-5.21,2.41,5.97
-5.21,2.41,5.97
-5.21,2.41,5.96
-5.21,2.41,5.96
-5.21,2.41,5.95
-5.21,2.41,5.95
-5.21,2.41,5.94
-5.21,2.41,5.94
-5.21,2.41,5.94
-5.21,2.41,5.93
-5.21,2.41,5.93
-5.22,2.41,5.92
-5.22,2.41,5.92
-5.21,2.41,5.91
-5.21,2.41,5.89
-5.21,2.41,5.86
-5.20,2.41,5.82
-5.19,2.41,5.77
-5.18,2.41,5.70
-5.16,2.41,5.62
-5.14,2.41,5.50
-5.12,2.41,5.37
-5.10,2.41,5.23
-5.08,2.41,5.11
-5.05,2.41,4.95
-5.03,2.41,4.79
-5.00,2.41,4.64
-4.98,2.41,4.50
-4.95,2.41,4.35
-4.93,2.41,4.19
-4.90,2.41,4.04
-4.88,2.40,3.92
-4.86,2.40,3.80
-4.84,2.40,3.66
-4.82,2.40,3.53
-4.80,2.40,3.40
-4.78,2.40,3.30
-4.76,2.40,3.18
-4.75,2.40,3.07
-4.73,2.40,2.96
-4.71,2.40,2.86
-4.70,2.40,2.77
-4.68,2.40,2.68
-4.67,2.40,2.59
-4.66,2.40,2.51
-4.65,2.40,2.43
-4.64,2.40,2.37
-4.62,2.40,2.30
-4.61,2.40,2.23
-4.60,2.40,2.17
-4.60,2.40,2.12
-4.59,2.40,2.07
-4.58,2.40,2.01
-4.57,2.40,1.96
-4.56,2.40,1.91
-4.56,2.40,1.88
-4.55,2.40,1.84
-4.55,2.40,1.80
-4.54,2.40,1.76
-4.54,2.40,1.73
-4.53,2.40,1.69
-4.53,2.40,1.66
-4.52,2.40,1.63
-4.52,2.40,1.60
-4.51,2.40,1.57
-4.51,2.40,1.54
-4.51,2.40,1.52
-4.50,2.40,1.50
-4.50,2.40,1.47
-4.49,2.40,1.45
-4.49,2.40,1.43
-4.49,2.40,1.41
-4.49,2.40,1.39
-4.48,2.40,1.37
-4.48,2.40,1.36
-4.48,2.40,1.34
-4.48,2.40,1.32
-4.47,2.40,1.31
-4.47,2.40,1.29
-4.47,2.40,1.28
-4.47,2.40,1.27
-4.46,2.40,1.26
-4.46,2.40,1.25
-4.46,2.40,1.23
-4.46,2.40,1.22
-4.46,2.40,1.21
-4.46,2.40,1.20
-4.45,2.40,1.19
-4.45,2.40,1.18
-4.45,2.40,1.17
-4.45,2.40,1.16
-4.45,2.40,1.15
-4.44,2.40,1.14
-4.44,2.40,1.13
-4.44,2.40,1.13
-4.44,2.40,1.12
-4.44,2.39,1.11
-4.44,2.39,1.10
-4.44,2.39,1.10
-4.43,2.39,1.09
-4.43,2.39,1.08
-4.43,2.39,1.08
-4.43,2.39,1.07
-4.43,2.39,1.07
-4.43,2.39,1.06
-4.42,2.39,1.05
-4.42,2.39,1.05
-4.39,2.39,1.04
-4.33,2.39,1.03
-4.24,2.39,1.01
-4.14,2.39,0.98
-4.01,2.39,0.96
-3.83,2.39,0.93
-3.66,2.39,0.91
-3.48,2.39,0.88
-3.29,2.39,0.85
-3.05,2.39,0.81
-2.81,2.39,0.77
-2.56,2.39,0.73
-2.35,2.39,0.69
-2.11,2.39,0.65
-1.90,2.39,0.62
-1.67,2.39,0.58
-1.43,2.39,0.54
-1.21,2.39,0.50
-0.99,2.39,0.47
-0.79,2.39,0.43
-0.59,2.39,0.40
-0.40,2.39,0.37
-0.21,2.39,0.34
-0.04,2.39,0.31
0.13,2.39,0.28
0.28,2.39,0.26
0.41,2.38,0.24
0.53,2.38,0.22
0.67,2.38,0.20
0.80,2.38,0.18
0.92,2.38,0.16
1.02,2.38,0.15
1.13,2.38,0.13
1.24,2.38,0.12
1.34,2.38,0.11
1.43,2.38,0.09
1.52,2.38,0.09
1.60,2.38,0.08
1.68,2.38,0.07
1.76,2.38,0.06
1.83,2.38,0.06
1.89,2.38,0.05
1.95,2.38,0.05
2.00,2.38,0.05
2.05,2.38,0.04
2.10,2.38,0.04
2.15,2.38,0.04
2.20,2.38,0.04
2.24,2.38,0.04
2.28,2.38,0.04
2.31,2.37,0.04
2.34,2.36,0.04
2.37,2.33,0.04
2.39,2.29,0.04
2.42,2.24,0.03
2.44,2.19,0.03
2.47,2.13,0.03
2.49,2.07,0.03
2.51,2.01,0.03
2.52,1.94,0.03
2.54,1.87,0.03
2.56,1.80,0.03
2.57,1.73,0.03
2.59,1.66,0.03
2.60,1.59,0.03
2.61,1.53,0.02
2.62,1.46,0.02
2.63,1.41,0.02
2.64,1.35,0.02
2.65,1.30,0.02
2.66,1.24,0.01
2.67,1.20,0.01
2.67,1.16,0.01
2.68,1.12,0.00
2.69,1.08,0.00
2.69,1.04,0.00
